49	0.0164661514770119
67	0.0418183459371563
72	0.0286687508478372
196	0.0188560412485922
249	0.0215616288610226
269	0.0280247977645967
330	0.0135856923889695
479	0.0364428769746295
485	0.0459002128887521
486	0.0146290695388859
504	0.030511984901757
514	0.0419445439730572
520	0.0363678384442512
576	0.0311672465131389
621	0.04810564308881
648	0.0125710934746026
675	0.035502866329578
707	0.038852592820375
761	0.0338125412687931
786	0.0424959567120073
789	0.0442891341962862
799	0.00499890603222818
814	0.0100802300596079
859	0.0140268402544061
896	0.00786799069557561
927	0.0404109808395968
944	0.0389995562499042
975	0.0260343692877961
1034	0.0150971113344256
1070	0.0432748963373294
1128	0.00911019731256127
1143	0.0173368197676027
1185	0.0161041904870126
1272	0.0217821971328899
1275	0.0353918705559737
1342	0.0356933138722447
1406	0.0111812096454588
1447	0.0338744394730164
1494	0.0381223067780867
1511	0.0287588274947281
1660	0.0370621640726053
1764	0.0268145872169618
1772	0.036938379053765
1774	0.0449486144338869
1819	0.0440484433946343
1878	0.0203594939333219
1923	0.0491702708947775
1936	0.0239373244403097
2005	0.0291164778866101
2036	0.0231056842210188
2057	0.00647294587700688
